"from","to","km","miles","minutes","hours","m","seconds","lon","lat","minutes_discrete","city"
"Unnamed Road, 2 Chome-10 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.105,0.065247,1.26666666666667,0.0211111111111111,105,76,139.6901007,35.6876342,"(0,5]","Tokyo"
"2 Chome-3-3 Nishishinjuku, Shinjuku, Tokyo 160-0023, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.175,0.730145,14.15,0.235833333333333,1175,849,139.6951007,35.6876342,"(10,15]","Tokyo"
"Japan, 〒151-0053 Tōkyō-to, Shibuya-ku, Yoyogi, 2 Chome−2−２ ＪＲ東日本本社ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.117,0.6941038,13.5333333333333,0.225555555555556,1117,812,139.7001007,35.6876342,"(10,15]","Tokyo"
"Japan, 〒160-0022 Tōkyō-to, Shinjuku-ku, Shinjuku, 4 Chome−4−１３ プレシス新宿御苑","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.64,0.397696,7.7,0.128333333333333,640,462,139.7051007,35.6876342,"(5,10]","Tokyo"
"Japan, 〒160-0014 Tōkyō-to, Shinjuku-ku, Naitōmachi, 国道20号線","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.93,0.577902,11.1666666666667,0.186111111111111,930,670,139.7101007,35.6876342,"(10,15]","Tokyo"
"Japan, 〒160-0014 Tokyo, Shinjuku, Naitomachi, Unnamed Road","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.93,0.577902,11.1666666666667,0.186111111111111,930,670,139.7151007,35.6876342,"(10,15]","Tokyo"
"Japan, 〒160-0004 Tōkyō-to, Shinjuku-ku, Yotsuya, 3 Chome, 四谷アゼリアビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.102,0.6847828,13.2166666666667,0.220277777777778,1102,793,139.7201007,35.6876342,"(10,15]","Tokyo"
"Japan, 〒160-0004 Tōkyō-to, Shinjuku-ku, Yotsuya, 2 Chome, 松本館","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.565,0.972491,18.75,0.3125,1565,1125,139.7251007,35.6876342,"(15,20]","Tokyo"
"1 Chome-4-7 Yotsuya, Shinjuku-ku, Tōkyō-to 160-0004, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.163,1.3440882,25.9166666666667,0.431944444444444,2163,1555,139.7301007,35.6876342,"(25,30]","Tokyo"
"1 Rokubanchō, Chiyoda-ku, Tōkyō-to 102-0085, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.47,2.777658,53.6833333333333,0.894722222222222,4470,3221,139.7351007,35.6876342,"(50,55]","Tokyo"
"14 Ichibanchō, Chiyoda-ku, Tōkyō-to 102-0082, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.352,2.0829328,40.4833333333333,0.674722222222222,3352,2429,139.7401007,35.6876342,"(40,45]","Tokyo"
"Uchibori Dori, Chiyoda-ku, Tōkyō-to, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.751,2.9522714,57.25,0.954166666666667,4751,3435,139.7451007,35.6876342,"(55,60]","Tokyo"
"Inner Circular Route, 1 Kitanomarukōen, Chiyoda-ku, Tōkyō-to 102-0091, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.352,2.7043328,52.2666666666667,0.871111111111111,4352,3136,139.7501007,35.6876342,"(50,55]","Tokyo"
"Unnamed Road, 1 Chiyoda, Chiyoda-ku, Tōkyō-to 100-0001, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7551007,35.6876342,NA,"Tokyo"
"1-4 Chiyoda, Chiyoda-ku, Tōkyō-to 100-0001, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7601007,35.6876342,NA,"Tokyo"
"Japan, 〒167-0051 Tōkyō-to, Suginami-ku, Ogikubo, 1 Chome−18−１４ ＳＫコーポ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6201007,35.6926342,NA,"Tokyo"
"1 Chome-45-26 Ogikubo, Suginami-ku, Tōkyō-to 167-0051, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6251007,35.6926342,NA,"Tokyo"
"3 Chome-13-6 Naritanishi, Suginami-ku, Tōkyō-to 166-0016, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6301007,35.6926342,NA,"Tokyo"
"3 Chome-14-3 Naritahigashi, Suginami-ku, Tōkyō-to 166-0015, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6351007,35.6926342,NA,"Tokyo"
"1 Chome-40-15 Naritahigashi, Suginami-ku, Tōkyō-to 166-0015, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6401007,35.6926342,NA,"Tokyo"
"Japan, 〒166-0014 Tōkyō-to, Suginami-ku, Matsunoki, 3 Chome−2−７ コーポ・サンライフ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6451007,35.6926342,NA,"Tokyo"
"Japan, 〒166-0013 Tōkyō-to, Suginami-ku, Horinouchi, 3 Chome−16, 親和ハウス","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6501007,35.6926342,NA,"Tokyo"
"3 Chome-16-1 Wada, Suginami-ku, Tōkyō-to 166-0012, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6551007,35.6926342,NA,"Tokyo"
"1 Chome-43-31 Wada, Suginami-ku, Tōkyō-to 166-0012, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6601007,35.6926342,NA,"Tokyo"
"Japan, 〒166-0012 Tōkyō-to, Suginami-ku, Wada, 1 Chome−30−９ ＡＸＡＳ中野富士見町","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.539,2.8205346,55.9166666666667,0.931944444444444,4539,3355,139.6651007,35.6926342,"(55,60]","Tokyo"
"5 Chome-29-9 Honchō, Nakano-ku, Tōkyō-to 164-0012, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.046,1.8927844,36.7,0.611666666666667,3046,2202,139.6701007,35.6926342,"(35,40]","Tokyo"
"Japan, 〒164-0013 Tōkyō-to, Nakano-ku, Yayoichō, 2 Chome−22−１２ マルスフルール","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.553,2.2078342,43.5,0.725,3553,2610,139.6751007,35.6926342,"(40,45]","Tokyo"
"Japan, 〒164-0012 Tōkyō-to, Nakano-ku, Honchō, 2 Chome−6−６ ファミリアマンション","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.096,1.9238544,37.8666666666667,0.631111111111111,3096,2272,139.6801007,35.6926342,"(35,40]","Tokyo"
"Japan, 〒160-0023 Tōkyō-to, Shinjuku-ku, Nishishinjuku, 5 Chome−18, フォレスト・２","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.599,1.6150186,31.2,0.52,2599,1872,139.6851007,35.6926342,"(30,35]","Tokyo"
"6 Chome-14-4 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.598,2.2357972,43.2,0.72,3598,2592,139.6901007,35.6926342,"(40,45]","Tokyo"
"Unnamed Road, 1 Chome-26 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.317,0.8183838,15.9833333333333,0.266388888888889,1317,959,139.6951007,35.6926342,"(15,20]","Tokyo"
"Japan, 〒160-0023 Tōkyō-to, Shinjuku-ku, Nishishinjuku, 1 Chome−2, 清水園","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.971,0.6033794,11.6833333333333,0.194722222222222,971,701,139.7001007,35.6926342,"(10,15]","Tokyo"
"5 Chome-17 Shinjuku, Tokyo 160-0022, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.6,0.37284,7.2,0.12,600,432,139.7051007,35.6926342,"(5,10]","Tokyo"
"Japan, 〒160-0022 Tōkyō-to, Shinjuku-ku, Shinjuku, 5 Chome−7−２０ （株）ＮＴＴドコモ新四谷ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.524,0.3256136,6.28333333333333,0.104722222222222,524,377,139.7101007,35.6926342,"(5,10]","Tokyo"
"6-10 Tomihisachō, Shinjuku-ku, Tōkyō-to 162-0067, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.034,0.6425276,12.35,0.205833333333333,1034,741,139.7151007,35.6926342,"(10,15]","Tokyo"
"Japan, 〒162-0065 Tōkyō-to, Shinjuku-ku, Sumiyoshichō, 4−１ 四谷ガーデニア","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.33,0.826462,15.8833333333333,0.264722222222222,1330,953,139.7201007,35.6926342,"(15,20]","Tokyo"
"Japan, 〒162-0845 Tōkyō-to, Shinjuku-ku, Ichigayahonmuracho, ４２−８ 中央大学市ヶ谷キャンパス","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.776,1.1036064,21.3,0.355,1776,1278,139.7251007,35.6926342,"(20,25]","Tokyo"
"Japan, 〒162-0845 Tokyo, Shinjuku, Ichigayahonmuracho, 5 Heliporto","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.072,1.2875408,24.8666666666667,0.414444444444444,2072,1492,139.7301007,35.6926342,"(20,25]","Tokyo"
"Japan, 〒162-0843 Tōkyō-to, Shinjuku-ku, Ichigayatamachi, 1 Chome, 市ヶ谷キマタビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.774,1.7237636,33.2666666666667,0.554444444444444,2774,1996,139.7351007,35.6926342,"(30,35]","Tokyo"
"Japan, 〒102-0073 Tōkyō-to, Chiyoda-ku, Kudankita, 4 Chome−1, 飛栄九段北ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.24,2.013336,38.85,0.6475,3240,2331,139.7401007,35.6926342,"(35,40]","Tokyo"
"Japan, 〒102-0074 Tōkyō-to, Chiyoda-ku, Kudanminami, 2 Chome−3−８ （有）桔梗屋電機","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.716,2.3091224,44.8166666666667,0.746944444444444,3716,2689,139.7451007,35.6926342,"(40,45]","Tokyo"
"Unnamed Road, 2 Kitanomarukōen, Chiyoda-ku, Tōkyō-to 102-0091, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.352,2.7043328,52.2666666666667,0.871111111111111,4352,3136,139.7501007,35.6926342,"(50,55]","Tokyo"
"1 Chome-1-2 Kudanminami, Chiyoda-ku, Tōkyō-to 102-0074, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.763,2.3383282,45.1333333333333,0.752222222222222,3763,2708,139.7551007,35.6926342,"(45,50]","Tokyo"
"Japan, 〒101-0054 Tōkyō-to, Chiyoda-ku, Kanda Nishikichō, 3 Chome−３ 神田税務署","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7601007,35.6926342,NA,"Tokyo"
"Japan, 〒167-0051 Tōkyō-to, Suginami-ku, Ogikubo, 2 Chome−27, ミモザハウス","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6201007,35.6976342,NA,"Tokyo"
"3 Chome-7-1-2 Ogikubo, Suginami-ku, Tōkyō-to 167-0051, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6251007,35.6976342,NA,"Tokyo"
"5 Chome-3-27 Naritahigashi, Suginami-ku, Tōkyō-to 166-0015, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6301007,35.6976342,NA,"Tokyo"
"4 Chome-10-22 Naritahigashi, Suginami-ku, Tōkyō-to 166-0015, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6351007,35.6976342,NA,"Tokyo"
"2 Chome-40-２０ Umezato, Suginami, Tokyo 166-0011, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6401007,35.6976342,NA,"Tokyo"
"2 Chome-11 Umezato, Suginami, Tokyo 166-0011, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6451007,35.6976342,NA,"Tokyo"
"Japan, 〒166-0011 Tōkyō-to, Suginami-ku, Umezato, 1 Chome−8, 南風荘","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6501007,35.6976342,NA,"Tokyo"
"3 Chome-54-7 Wada, Suginami, Tokyo, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6551007,35.6976342,NA,"Tokyo"
"3 Chome-60-10 Wada, Suginami-ku, Tōkyō-to 166-0012, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.797,2.9808558,58.5,0.975,4797,3510,139.6601007,35.6976342,"(55,60]","Tokyo"
"Japan, 〒164-0011 Tōkyō-to, Nakano-ku, Chūō, 5 Chome−10−２７ クレール・アイ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.37,2.715518,53.2333333333333,0.887222222222222,4370,3194,139.6651007,35.6976342,"(50,55]","Tokyo"
"4 Chome-2-2 Central, Nakano, Tokyo 164-0011, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6701007,35.6976342,NA,"Tokyo"
"3 Chome-32-17 Honchō, Nakano-ku, Tōkyō-to 164-0012, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6751007,35.6976342,NA,"Tokyo"
"Japan, 〒164-0011 Tōkyō-to, Nakano-ku, Chūō, 2 Chome−5−１ セブンイレブン中野坂上西店","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.977,1.8499078,35.85,0.5975,2977,2151,139.6801007,35.6976342,"(35,40]","Tokyo"
"Japan, 〒164-0011 Tōkyō-to, Nakano-ku, Chūō, 1 Chome−34−１ ファミールスクエア中野坂上","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.568,1.5957552,31.0666666666667,0.517777777777778,2568,1864,139.6851007,35.6976342,"(30,35]","Tokyo"
"2 Chome-2-22 Kitashinjuku, Shinjuku-ku, Tōkyō-to 169-0074, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.289,1.4223846,27.6333333333333,0.460555555555556,2289,1658,139.6901007,35.6976342,"(25,30]","Tokyo"
"Japan, 〒160-0023 Tokyo, Shinjuku, Nishishinjuku, 8 Chome−3−２３ ローズガーデン101","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.662,1.0327668,19.9166666666667,0.331944444444444,1662,1195,139.6951007,35.6976342,"(15,20]","Tokyo"
"Japan, 〒160-0021 Tōkyō-to, Shinjuku-ku, Kabukichō, 1 Chome−30, トモニー","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.49,0.925886,17.8666666666667,0.297777777777778,1490,1072,139.7001007,35.6976342,"(15,20]","Tokyo"
"Japan, 〒160-0021 Tōkyō-to, Shinjuku-ku, Kabukichō, 2 Chome−17−４ コリンズ３７","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.184,0.7357376,14.2666666666667,0.237777777777778,1184,856,139.7051007,35.6976342,"(10,15]","Tokyo"
"Japan, 〒160-0022 Tōkyō-to, Shinjuku-ku, Shinjuku, 6 Chome−24−１６ 新宿６丁目ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.128,0.7009392,13.5166666666667,0.225277777777778,1128,811,139.7101007,35.6976342,"(10,15]","Tokyo"
"Japan, 〒162-0055 Tōkyō-to, Shinjuku-ku, Yochōmachi, 8−１５ 牛込抜弁天郵便局","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",1.401,0.8705814,16.8,0.28,1401,1008,139.7151007,35.6976342,"(15,20]","Tokyo"
"8-1 Kawadacho, Shinjuku, Tokyo 162-0054, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.077,1.2906478,24.9833333333333,0.416388888888889,2077,1499,139.7201007,35.6976342,"(20,25]","Tokyo"
"22-49 Ichigayayanagichō, Shinjuku-ku, Tōkyō-to 162-0061, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.261,1.4049854,27.15,0.4525,2261,1629,139.7251007,35.6976342,"(25,30]","Tokyo"
"1 Chome-2-11 Ichigayakagachō, Shinjuku-ku, Tōkyō-to 162-0062, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.958,0.5953012,11.5166666666667,0.191944444444444,958,691,139.7301007,35.6976342,"(10,15]","Tokyo"
"Japan, 〒162-0841 Tōkyō-to, Shinjuku-ku, Haraikatamachi, ４−１ レグナス市ヶ谷払方町","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.154,1.9598956,37.8666666666667,0.631111111111111,3154,2272,139.7351007,35.6976342,"(35,40]","Tokyo"
"6 Ichigayafunagawaramachi, Shinjuku-ku, Tōkyō-to 162-0826, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.538,2.1985132,42.4666666666667,0.707777777777778,3538,2548,139.7401007,35.6976342,"(40,45]","Tokyo"
"1 Chome-8-8 Fujimi, Chiyoda-ku, Tōkyō-to 102-0071, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.071,2.5297194,48.8166666666667,0.813611111111111,4071,2929,139.7451007,35.6976342,"(45,50]","Tokyo"
"Hotel Grand Place, 1 Chome-1-1 Iidabashi, Chiyoda-ku, Tōkyō-to 102-0072, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.401,2.7347814,52.8166666666667,0.880277777777778,4401,3169,139.7501007,35.6976342,"(50,55]","Tokyo"
"Japan, 〒101-0051 Tōkyō-to, Chiyoda-ku, Kanda Jinbōchō, 2 Chome−３８−１ いちご九段ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.796,2.9802344,57.4666666666667,0.957777777777778,4796,3448,139.7551007,35.6976342,"(55,60]","Tokyo"
"Japan, 〒101-0064 Tōkyō-to, Chiyoda-ku, Kanda Sarugakuchō, 1 Chome−2−１ 新日貿ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7601007,35.6976342,NA,"Tokyo"
"Japan, 〒167-0051 Tōkyō-to, Suginami-ku, Ogikubo, 5 Chome−20−５ コープみらい","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6201007,35.7026342,NA,"Tokyo"
"Japan, 〒167-0051 Tōkyō-to, Suginami-ku, Ogikubo, 3 Chome−38−４ アゼリアハウス","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6251007,35.7026342,NA,"Tokyo"
"Japan, 〒166-0004 Tōkyō-to, Suginami-ku, Asagayaminami, 3 Chome−18−７ プラザドゥプレステイジＡ棟","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6301007,35.7026342,NA,"Tokyo"
"Japan, 〒166-0004 Tōkyō-to, Suginami-ku, Asagayaminami, 3 Chome−33−３ グリーンハイツ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6351007,35.7026342,NA,"Tokyo"
"1 Chome-44-14 Asagayaminami, Suginami-ku, Tōkyō-to 166-0004, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6401007,35.7026342,NA,"Tokyo"
"Japan, 〒166-0003 Tōkyō-to, Suginami-ku, Kōenjiminami, 3 Chome−39−２ ステージⅢ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6451007,35.7026342,NA,"Tokyo"
"Japan, 〒166-0003 Tōkyō-to, Suginami-ku, Kōenjiminami, 2 Chome−51−６ 栄光ハイツ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6501007,35.7026342,NA,"Tokyo"
"Japan, 〒166-0003 Tōkyō-to, Suginami-ku, Kōenjiminami, 5 Chome−20, ＷＩＮＧ高円寺南","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6551007,35.7026342,NA,"Tokyo"
"5 Chome-15-1 Kōenjiminami, Suginami-ku, Tōkyō-to 166-0003, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6601007,35.7026342,NA,"Tokyo"
"Japan, 〒164-0001 Tōkyō-to, Nakano-ku, Nakano, 3 Chome−32, ハウス・コバヤシ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.634,2.8795676,56.5333333333333,0.942222222222222,4634,3392,139.6651007,35.7026342,"(55,60]","Tokyo"
"2 Chome-2 Nakano, Tokyo 164-0001, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.156,2.5825384,50.8166666666667,0.846944444444444,4156,3049,139.6701007,35.7026342,"(50,55]","Tokyo"
"1 Chome-32-10 Nakano, Nakano-ku, Tōkyō-to 164-0001, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6751007,35.7026342,NA,"Tokyo"
"2 Chome-5-10 Higashinakano, Nakano-ku, Tōkyō-to 164-0003, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.601,2.2376614,43.95,0.7325,3601,2637,139.6801007,35.7026342,"(40,45]","Tokyo"
"1 Chome-14-3 Higashinakano, Nakano-ku, Tōkyō-to 164-0003, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.022,1.8778708,36.9166666666667,0.615277777777778,3022,2215,139.6851007,35.7026342,"(35,40]","Tokyo"
"Japan, 〒169-0074 Tōkyō-to, Shinjuku-ku, Kitashinjuku, 3 Chome−19−８ 老人ホームサニーライフ東京新宿","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.582,1.6044548,31.2166666666667,0.520277777777778,2582,1873,139.6901007,35.7026342,"(30,35]","Tokyo"
"Japan, 〒169-0073 Tōkyō-to, Shinjuku-ku, Hyakuninchō, 2 Chome−27−７ ハンドレッドサーカスイーストタワー","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.143,1.3316602,25.75,0.429166666666667,2143,1545,139.6951007,35.7026342,"(25,30]","Tokyo"
"Japan, 〒169-0073 Tōkyō-to, Shinjuku-ku, Hyakuninchō, 2 Chome−4, つつじ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",2.088,1.2974832,25.1,0.418333333333333,2088,1506,139.7001007,35.7026342,"(25,30]","Tokyo"
