"from","to","km","miles","minutes","hours","m","seconds","lon","lat","minutes_discrete","city"
"20-17 Nanpeidaichō, Shibuya-ku, Tōkyō-to 150-0036, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6951007,35.6526342,NA,"Tokyo"
"5-2 Hachiyamachō, Shibuya-ku, Tōkyō-to 150-0035, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7001007,35.6526342,NA,"Tokyo"
"Japan, 〒150-0034 Tōkyō-to, Shibuya-ku, Daikanyamachō, 2−３ ＴＨＥＲＯＷＳ代官山","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7051007,35.6526342,NA,"Tokyo"
"Japan, 〒150-0011 Tōkyō-to, Shibuya-ku, Higashi, 2 Chome−14−５ グリーンハウス","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7101007,35.6526342,NA,"Tokyo"
"3 Chome-12-17 Hiroo, Shibuya-ku, Tōkyō-to 150-0012, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7151007,35.6526342,NA,"Tokyo"
"4 Chome-1-17 Hiroo, Shibuya, Tokyo 150-0012, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7201007,35.6526342,NA,"Tokyo"
"Japan, 〒106-0047 Tōkyō-to, Minato-ku, Minamiazabu, 5 Chome−8−８ 末日聖徒イエス・キリスト教会東京神殿附属宿舎","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7251007,35.6526342,NA,"Tokyo"
"Japan, 〒106-0046 Tōkyō-to, Minato-ku, Motoazabu, 2 Chome−14, Ｇｒａｎｄｍａ’ｓＨｏｕｓｅ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7301007,35.6526342,NA,"Tokyo"
"Japan, 〒106-0045 Tōkyō-to, Minato-ku, Azabujūban, 3 Chome−11−１２ 仙台坂オークヒルズ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7351007,35.6526342,NA,"Tokyo"
"Japan, 〒108-0073 Tokyo, Minato, Mita, 1 Chome−11−２５ アリエルミタ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7401007,35.6526342,NA,"Tokyo"
"Japan, 〒105-0014 Tōkyō-to, Minato-ku, Shiba, 3 Chome−16−５ イーストコート芝","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7451007,35.6526342,NA,"Tokyo"
"Japan, 〒105-0014 Tōkyō-to, Minato-ku, Shiba, 2 Chome−7−２ 芝園ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7501007,35.6526342,NA,"Tokyo"
"Japan, 〒105-0014 Tōkyō-to, Minato-ku, Shiba, 1 Chome−3, ペットサロンビスケット","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7551007,35.6526342,NA,"Tokyo"
"Japan, 〒105-0022 Tōkyō-to, Minato-ku, Kaigan, 1 Chome−15, １１５１ＣＯＡＳＴ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7601007,35.6526342,NA,"Tokyo"
"Japan, 〒156-0055 Tōkyō-to, Setagaya-ku, Funabashi, 7 Chome−8−１ ７－８－１","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6201007,35.6576342,NA,"Tokyo"
"Japan, 〒156-0055 Tōkyō-to, Setagaya-ku, Funabashi, 5 Chome−33−７ ソフィア経堂","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6251007,35.6576342,NA,"Tokyo"
"Japan, 〒156-0045 Tōkyō-to, Setagaya-ku, Sakurajōsui, 1 Chome−16−５ あいおいニッセイ同和損保（株）中央研修所","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6301007,35.6576342,NA,"Tokyo"
"3 Chome-34-7 Akatsutsumi, Setagaya-ku, Tōkyō-to 156-0044, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6351007,35.6576342,NA,"Tokyo"
"3 Chome-15-1 Akatsutsumi, Setagaya-ku, Tōkyō-to 156-0044, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6401007,35.6576342,NA,"Tokyo"
"2 Chome-23-1 Akatsutsumi, Setagaya-ku, Tōkyō-to 156-0044, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6451007,35.6576342,NA,"Tokyo"
"6 Chome-37 Matsubara, Setagaya, Tokyo 156-0043, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6501007,35.6576342,NA,"Tokyo"
"Japan, 〒155-0033 Tōkyō-to, Setagaya-ku, Daita, 4 Chome−38−１０ 区立梅丘図書館","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6551007,35.6576342,NA,"Tokyo"
"Japan, 〒155-0033 Tōkyō-to, Setagaya-ku, Daita, 2 Chome−18−９ Ｋ・Ｋビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6601007,35.6576342,NA,"Tokyo"
"5 Chome-23-16 Daizawa, Setagaya-ku, Tōkyō-to 155-0032, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6651007,35.6576342,NA,"Tokyo"
"Japan, 〒155-0032 Tōkyō-to, Setagaya-ku, Daizawa, 2 Chome−19, 小嶺アパート","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6701007,35.6576342,NA,"Tokyo"
"1 Chome-33-20 Daizawa, Setagaya-ku, Tōkyō-to 155-0032, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6751007,35.6576342,NA,"Tokyo"
"Japan, 〒153-0041 Tōkyō-to, Meguro-ku, Komaba, 2 Chome−19−２３ 大学入試センター","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6801007,35.6576342,NA,"Tokyo"
"1 Chome-26-24 Komaba, Meguro-ku, Tōkyō-to 153-0041, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6851007,35.6576342,NA,"Tokyo"
"Japan, 〒153-0041 Tōkyō-to, Meguro-ku, Komaba, 3 Chome−3−２２ アルヴェール松濤","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6901007,35.6576342,NA,"Tokyo"
"Japan, 〒150-0044 Tōkyō-to, Shibuya-ku, Maruyamachō, 4−１０ ホテルシェ・ヌー","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.792,2.9777488,57.5833333333333,0.959722222222222,4792,3455,139.6951007,35.6576342,"(55,60]","Tokyo"
"1 Chome-2-2 Dōgenzaka, Shibuya-ku, Tōkyō-to 150-0043, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.466,2.7751724,53.5833333333333,0.893055555555556,4466,3215,139.7001007,35.6576342,"(50,55]","Tokyo"
"Japan, 〒150-0002 Tōkyō-to, Shibuya-ku, Shibuya, 3 Chome−6−１６ エメラルドアオキビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.69,2.914366,56.2833333333333,0.938055555555556,4690,3377,139.7051007,35.6576342,"(55,60]","Tokyo"
"Japan, 〒150-0011 Tōkyō-to, Shibuya-ku, Higashi, 1 Chome−1−４９ 香雪記念資料館","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.568,2.8385552,54.8333333333333,0.913888888888889,4568,3290,139.7101007,35.6576342,"(50,55]","Tokyo"
"Japan, 〒107-0062 Tōkyō-to, Minato-ku, Minamiaoyama, 7 Chome−5−２ 小栗ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.611,2.8652754,55.3166666666667,0.921944444444444,4611,3319,139.7151007,35.6576342,"(55,60]","Tokyo"
"4 Chome-18-8 Nishiazabu, Minato-ku, Tōkyō-to 106-0031, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.152,2.5800528,50.05,0.834166666666667,4152,3003,139.7201007,35.6576342,"(50,55]","Tokyo"
"Japan, 〒106-0031 Tōkyō-to, Minato-ku, Nishiazabu, 3 Chome−15−２２ 西麻布マナーハウス","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.546,2.8248844,54.7833333333333,0.913055555555556,4546,3287,139.7251007,35.6576342,"(50,55]","Tokyo"
"Japan, 〒106-0046 Tōkyō-to, Minato-ku, Motoazabu, 3 Chome−8−４ スリージェ元麻布ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.902,3.0461028,58.7333333333333,0.978888888888889,4902,3524,139.7301007,35.6576342,"(55,60]","Tokyo"
"Japan, 〒106-0032 Tōkyō-to, Minato-ku, Roppongi, 5 Chome−12−７ フォレストテラス鳥居坂","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7351007,35.6576342,NA,"Tokyo"
"Japan, 〒106-0044 Tōkyō-to, Minato-ku, Higashiazabu, 2 Chome−12, 島口ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7401007,35.6576342,NA,"Tokyo"
"Japan, 〒105-0011 Tōkyō-to, Minato-ku, Shibakōen, 4 Chome−4−１３ 東京芝とうふ屋うかい","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7451007,35.6576342,NA,"Tokyo"
"Japan, 〒105-0011 Tōkyō-to, Minato-ku, Shibakōen, 4 Chome−7, 熊野神社","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7501007,35.6576342,NA,"Tokyo"
"Japan, 〒105-0013 Tōkyō-to, Minato-ku, Hamamatsuchō, 1 Chome−27−１７ 浜松町クォーターコーポ三和ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7551007,35.6576342,NA,"Tokyo"
"Japan, 〒105-0022 Tōkyō-to, Minato-ku, Kaigan, 1 Chome−10−６３ ＪＲ東日本浜松町交流変電所","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7601007,35.6576342,NA,"Tokyo"
"1 Chome-24 Hachimanyama, Setagaya, Tokyo 156-0056, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6201007,35.6626342,NA,"Tokyo"
"Japan, 〒156-0057 Tōkyō-to, Setagaya-ku, Kamikitazawa, 1 Chome−25−１ 区営上北沢一丁目アパート１号棟","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6251007,35.6626342,NA,"Tokyo"
"Japan, 〒156-0045 Tōkyō-to, Setagaya-ku, Sakurajōsui, 3 Chome−21−６ 勝利八幡神社","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6301007,35.6626342,NA,"Tokyo"
"3 Chome-25-番４０号 Sakurajosui, Setagaya, Tokyo 156-0045, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.666,2.8994524,56,0.933333333333333,4666,3360,139.6351007,35.6626342,"(55,60]","Tokyo"
"4 Chome-19-16 Akatsutsumi, Setagaya-ku, Tōkyō-to 156-0044, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6401007,35.6626342,NA,"Tokyo"
"4 Chome-34-3 Matsubara, Setagaya-ku, Tōkyō-to 156-0043, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6451007,35.6626342,NA,"Tokyo"
"Japan, 〒156-0043 Tōkyō-to, Setagaya-ku, Matsubara, 5 Chome−33, ラ・メゾン国分","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6501007,35.6626342,NA,"Tokyo"
"Japan, 〒156-0043 Tōkyō-to, Setagaya-ku, Matsubara, 5 Chome−2−５ 東松原ユニオンビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6551007,35.6626342,NA,"Tokyo"
"1 Chome-1-14 Hanegi, Setagaya, Tokyo 156-0042, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6601007,35.6626342,NA,"Tokyo"
"6 Chome-3-22 Daita, Setagaya-ku, Tōkyō-to 155-0033, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6651007,35.6626342,NA,"Tokyo"
"Japan, 〒155-0031 Tōkyō-to, Setagaya-ku, Kitazawa, 1 Chome−46, 四文屋なん八","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6701007,35.6626342,NA,"Tokyo"
"Japan, 〒155-0031 Tōkyō-to, Setagaya-ku, Kitazawa, 1 Chome−15−５ カスタリア北沢","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6751007,35.6626342,NA,"Tokyo"
"Japan, 〒153-0041 Tōkyō-to, Meguro-ku, Komaba, 4 Chome−3−５５ 旧前田侯爵邸洋館","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6801007,35.6626342,NA,"Tokyo"
"Japan, 〒151-0063 Tōkyō-to, Shibuya-ku, Tomigaya, 2 Chome−22−９ スピカ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.507,2.8006498,54.1,0.901666666666667,4507,3246,139.6851007,35.6626342,"(50,55]","Tokyo"
"20-16 Kamiyamachō, Shibuya-ku, Tōkyō-to 150-0047, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.142,2.5738388,49.6833333333333,0.828055555555556,4142,2981,139.6901007,35.6626342,"(45,50]","Tokyo"
"Japan, 〒150-0042 Tōkyō-to, Shibuya-ku, Udagawachō, 37, よねくらハウス","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.226,2.6260364,50.7333333333333,0.845555555555556,4226,3044,139.6951007,35.6626342,"(50,55]","Tokyo"
"Japan, 〒150-0041 Tōkyō-to, Shibuya-ku, Jinnan, 1 Chome−18−２ フレーム神南坂","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.943,2.4501802,47.3666666666667,0.789444444444444,3943,2842,139.7001007,35.6626342,"(45,50]","Tokyo"
"Japan, 〒150-0002 Tōkyō-to, Shibuya-ku, Shibuya, 1 Chome−19−２５ （株）エスタ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.865,2.401711,46.35,0.7725,3865,2781,139.7051007,35.6626342,"(45,50]","Tokyo"
"5 Chome-50-6 Jingumae, Shibuya, Tokyo 150-0001, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.79,2.355106,45.4833333333333,0.758055555555556,3790,2729,139.7101007,35.6626342,"(45,50]","Tokyo"
"Japan, 〒107-0062 Tōkyō-to, Minato-ku, Minamiaoyama, 5 Chome−4, ザ・パークハウスグラン南青山","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.916,2.4334024,47,0.783333333333333,3916,2820,139.7151007,35.6626342,"(45,50]","Tokyo"
"Japan, 〒106-0031 Tōkyō-to, Minato-ku, Nishiazabu, 2 Chome−17−３ 青木ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.927,2.4402378,47.2,0.786666666666667,3927,2832,139.7201007,35.6626342,"(45,50]","Tokyo"
"Unnamed Road, 7 Chome-23 Roppongi, Minato-ku, Tōkyō-to 106-0032, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.895,2.420353,46.7,0.778333333333333,3895,2802,139.7251007,35.6626342,"(45,50]","Tokyo"
"Japan, 〒106-0032 Tōkyō-to, Minato-ku, Roppongi, 7 Chome−15−１３ 六本木ダイヤハイツ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.372,2.7167608,52.4166666666667,0.873611111111111,4372,3145,139.7301007,35.6626342,"(50,55]","Tokyo"
"Japan, 〒106-0032 Tōkyō-to, Minato-ku, Roppongi, 3 Chome−15−２５ 区立六本木三丁目児童遊園","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.532,2.8161848,54.3333333333333,0.905555555555556,4532,3260,139.7351007,35.6626342,"(50,55]","Tokyo"
"1 Chome-1-13 Azabudai, Minato-ku, Tōkyō-to 106-0041, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7401007,35.6626342,NA,"Tokyo"
"Japan, 〒105-0001 Tōkyō-to, Minato-ku, Toranomon, 5 Chome−12, 白井ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7451007,35.6626342,NA,"Tokyo"
"Japan, 〒105-0003 Tōkyō-to, Minato-ku, Nishishinbashi, 3 Chome−25, 東京慈恵会医科大学附属病院","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7501007,35.6626342,NA,"Tokyo"
"Japan, Tokyo, Minato, 新橋5-28-7 1F","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7551007,35.6626342,NA,"Tokyo"
"Japan, 〒105-0021 Tōkyō-to, Minato-ku, Higashishinbashi, 1 Chome−9−２ 汐留住友ビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.7601007,35.6626342,NA,"Tokyo"
"Heliporto, 2 Chome-1 Kamikitazawa, Setagaya, Tokyo 156-0057, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6201007,35.6676342,NA,"Tokyo"
"Japan, 〒156-0057 Tōkyō-to, Setagaya-ku, Kamikitazawa, 3 Chome−6−１８ デュオステージ上北沢","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6251007,35.6676342,NA,"Tokyo"
"5 Chome-27-5 Sakurajōsui, Setagaya-ku, Tōkyō-to 156-0045, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6301007,35.6676342,NA,"Tokyo"
"Japan, 〒168-0073 Tōkyō-to, Suginami-ku, Shimotakaido, 1 Chome−18−２３ モナークマンション桜上水","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6351007,35.6676342,NA,"Tokyo"
"Japan, 〒168-0073 Tōkyō-to, Suginami-ku, Shimotakaido, 2 Chome−1−５ Ｍ．ＲＢＬＤ．","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6401007,35.6676342,NA,"Tokyo"
"Japan, 〒156-0043 Tōkyō-to, Setagaya-ku, Matsubara, 2 Chome−34−９ 安部コーポ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6451007,35.6676342,NA,"Tokyo"
"2 Chome-26-2 Matsubara, Setagaya-ku, Tōkyō-to 156-0043, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",0.184,0.1143376,2.21666666666667,0.0369444444444444,184,133,139.6501007,35.6676342,"(0,5]","Tokyo"
"1 Chome-15-2 Matsubara, Setagaya-ku, Tōkyō-to 156-0043, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6551007,35.6676342,NA,"Tokyo"
"Japan, 〒156-0042 Tōkyō-to, Setagaya-ku, Hanegi, 2 Chome−1−１５ Ｍｉｎｅｒｖａ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6601007,35.6676342,NA,"Tokyo"
"1 Chome-12-24 Ōhara, Setagaya-ku, Tōkyō-to 156-0041, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",NA,NA,NA,NA,NA,NA,139.6651007,35.6676342,NA,"Tokyo"
"4 Chome-27-21 Kitazawa, Setagaya-ku, Tōkyō-to 155-0031, Japan","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.813,2.9907982,58.85,0.980833333333333,4813,3531,139.6701007,35.6676342,"(55,60]","Tokyo"
"Japan, 〒151-0065 Tōkyō-to, Shibuya-ku, Ōyamachō, 4−２ 中部電力（株）大山アパート","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.641,2.8839174,56.1,0.935,4641,3366,139.6751007,35.6676342,"(55,60]","Tokyo"
"Japan, 〒151-0064 Tōkyō-to, Shibuya-ku, Uehara, 3 Chome−6−１２ 古賀政男音楽博物館","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.412,2.7416168,52.95,0.8825,4412,3177,139.6801007,35.6676342,"(50,55]","Tokyo"
"Japan, 〒151-0064 Tōkyō-to, Shibuya-ku, Uehara, 2 Chome−1, シャンブル富ケ谷","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",4.086,2.5390404,49.1,0.818333333333333,4086,2946,139.6851007,35.6676342,"(45,50]","Tokyo"
"Japan, 〒151-0063 Tōkyō-to, Shibuya-ku, Tomigaya, 1 Chome−45−２ Ｙ’ｓパークビル","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.828,2.3787192,45.8166666666667,0.763611111111111,3828,2749,139.6901007,35.6676342,"(45,50]","Tokyo"
"Japan, 〒150-0041 Tōkyō-to, Shibuya-ku, Jinnan, 2 Chome−3, 都道413号線","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.846,2.3899044,46.1833333333333,0.769722222222222,3846,2771,139.6951007,35.6676342,"(45,50]","Tokyo"
"Japan, 〒150-0041 Tōkyō-to, Shibuya-ku, Jinnan, 2 Chome−1, 独立行政法人日本スポーツ振興センター","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.368,2.0928752,40.65,0.6775,3368,2439,139.7001007,35.6676342,"(40,45]","Tokyo"
"Japan, 〒150-0001 Tōkyō-to, Shibuya-ku, Jingūmae, 6 Chome−10−１２ Ｃｉｔｔａ神宮前ＪＩＮ・６・ＢＬＤＧ","Unnamed Road, 2 Chome-8 Nishishinjuku, Shinjuku-ku, Tōkyō-to 160-0023, Japan",3.134,1.9474676,38.2333333333333,0.637222222222222,3134,2294,139.7051007,35.6676342,"(35,40]","Tokyo"
