"from","to","m","km","miles","seconds","minutes","hours","long","lat","minutes_discrete","city"
"32 Wollicreek Rd, Banksia NSW 2216, Australia","483 George St, Sydney NSW 2000, Australia",11942,11.942,7.4207588,1808,30.1333333333333,0.502222222222222,151.1341157,-33.9451575,"(30,35]","Sydney"
"8 Bowmer St, Banksia NSW 2216, Australia","483 George St, Sydney NSW 2000, Australia",11427,11.427,7.1007378,1446,24.1,0.401666666666667,151.1391157,-33.9451575,"(20,25]","Sydney"
"12 Short St, Banksia NSW 2216, Australia","483 George St, Sydney NSW 2000, Australia",11771,11.771,7.3144994,1751,29.1833333333333,0.486388888888889,151.1441157,-33.9451575,"(25,30]","Sydney"
"2 Coreen Pl, Banksia NSW 2216, Australia","483 George St, Sydney NSW 2000, Australia",11074,11.074,6.8813836,1932,32.2,0.536666666666667,151.1491157,-33.9451575,"(30,35]","Sydney"
"Unnamed Road, Banksia NSW 2216, Australia","483 George St, Sydney NSW 2000, Australia",12294,12.294,7.6394916,2142,35.7,0.595,151.1541157,-33.9451575,"(35,40]","Sydney"
"Unnamed Road, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",10597,10.597,6.5849758,1600,26.6666666666667,0.444444444444444,151.1591157,-33.9451575,"(25,30]","Sydney"
"Sydney Orbital Network, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11205,11.205,6.962787,3304,55.0666666666667,0.917777777777778,151.1641157,-33.9451575,"(55,60]","Sydney"
"Kyeemagh Avenue, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",12609,12.609,7.8352326,3747,62.45,1.04083333333333,151.1691157,-33.9451575,"(60,65]","Sydney"
"M1, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",13766,13.766,8.5541924,2981,49.6833333333333,0.828055555555556,151.1741157,-33.9451575,"(45,50]","Sydney"
"1 General Holmes Dr, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",13066,13.066,8.1192124,2488,41.4666666666667,0.691111111111111,151.1791157,-33.9451575,"(40,45]","Sydney"
"1a Butler Road, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11203,11.203,6.9615442,3303,55.05,0.9175,151.1841157,-33.9451575,"(55,60]","Sydney"
"Foreshore Rd, Botany NSW 2019, Australia","483 George St, Sydney NSW 2000, Australia",10894,10.894,6.7695316,3989,66.4833333333333,1.10805555555556,151.1891157,-33.9451575,"(65,70]","Sydney"
"5 Byrnes St, Botany NSW 2019, Australia","483 George St, Sydney NSW 2000, Australia",8813,8.813,5.4763982,2180,36.3333333333333,0.605555555555556,151.1941157,-33.9451575,"(35,40]","Sydney"
"19 Edward St, Botany NSW 2019, Australia","483 George St, Sydney NSW 2000, Australia",9319,9.319,5.7908266,2848,47.4666666666667,0.791111111111111,151.1991157,-33.9451575,"(45,50]","Sydney"
"27-31 William St, Botany NSW 2019, Australia","483 George St, Sydney NSW 2000, Australia",13325,13.325,8.280155,2923,48.7166666666667,0.811944444444444,151.2041157,-33.9451575,"(45,50]","Sydney"
"24 Ocean St, Pagewood NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",15854,15.854,9.8516756,3192,53.2,0.886666666666667,151.2091157,-33.9451575,"(50,55]","Sydney"
"25-27 Green St, Banksmeadow NSW 2019, Australia","483 George St, Sydney NSW 2000, Australia",14865,14.865,9.237111,3016,50.2666666666667,0.837777777777778,151.2141157,-33.9451575,"(50,55]","Sydney"
"2 Moore St, Banksmeadow NSW 2019, Australia","483 George St, Sydney NSW 2000, Australia",14936,14.936,9.2812304,3068,51.1333333333333,0.852222222222222,151.2191157,-33.9451575,"(50,55]","Sydney"
"152 Bunnerong Rd, Eastgardens NSW 2036, Australia","483 George St, Sydney NSW 2000, Australia",11106,11.106,6.9012684,2897,48.2833333333333,0.804722222222222,151.2241157,-33.9451575,"(45,50]","Sydney"
"23 Ulm St, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",11346,11.346,7.0504044,2911,48.5166666666667,0.808611111111111,151.2291157,-33.9451575,"(45,50]","Sydney"
"11 O'Sullivan Ave, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",9721,9.721,6.0406294,2623,43.7166666666667,0.728611111111111,151.2341157,-33.9451575,"(40,45]","Sydney"
"855 Ferguson St, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",9346,9.346,5.8076044,2336,38.9333333333333,0.648888888888889,151.2391157,-33.9451575,"(35,40]","Sydney"
"15 Beatty St, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",11630,11.63,7.226882,3231,53.85,0.8975,151.2441157,-33.9451575,"(50,55]","Sydney"
"90 Mons Ave, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",12067,12.067,7.4984338,3061,51.0166666666667,0.850277777777778,151.2491157,-33.9451575,"(50,55]","Sydney"
"111 Duncan St, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",16685,16.685,10.368059,3037,50.6166666666667,0.843611111111111,151.2541157,-33.9451575,"(50,55]","Sydney"
"136-138 Marine Parade, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",16283,16.283,10.1182562,2872,47.8666666666667,0.797777777777778,151.2591157,-33.9451575,"(45,50]","Sydney"
"13R Marine Parade, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",12649,12.649,7.8600886,2820,47,0.783333333333333,151.2641157,-33.9451575,"(45,50]","Sydney"
"70 Marine Parade, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",12670,12.67,7.873138,2840,47.3333333333333,0.788888888888889,151.2691157,-33.9451575,"(45,50]","Sydney"
"Unnamed Road, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",11088,11.088,6.8900832,2942,49.0333333333333,0.817222222222222,151.2741157,-33.9451575,"(45,50]","Sydney"
"189 Wollongong Rd, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",15534,15.534,9.6528276,2470,41.1666666666667,0.686111111111111,151.1341157,-33.9401575,"(40,45]","Sydney"
"114 Forest Rd, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",11999,11.999,7.4561786,1850,30.8333333333333,0.513888888888889,151.1391157,-33.9401575,"(30,35]","Sydney"
"7 Somerville St, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",10569,10.569,6.5675766,1579,26.3166666666667,0.438611111111111,151.1441157,-33.9401575,"(25,30]","Sydney"
"8 Segenhoe St, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",10685,10.685,6.639659,1718,28.6333333333333,0.477222222222222,151.1491157,-33.9401575,"(25,30]","Sydney"
"Eve St Wetlands, 15 Eve St, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",10756,10.756,6.6837784,1954,32.5666666666667,0.542777777777778,151.1541157,-33.9401575,"(30,35]","Sydney"
"19A Marsh St, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",10743,10.743,6.6757002,1953,32.55,0.5425,151.1591157,-33.9401575,"(30,35]","Sydney"
"International Terminal 1, Centre Rd, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",13374,13.374,8.3106036,1855,30.9166666666667,0.515277777777778,151.1641157,-33.9401575,"(30,35]","Sydney"
"International Terminal 1, Centre Rd, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",13374,13.374,8.3106036,1854,30.9,0.515,151.1691157,-33.9401575,"(30,35]","Sydney"
"Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11017,11.017,6.8459638,3172,52.8666666666667,0.881111111111111,151.1741157,-33.9401575,"(50,55]","Sydney"
"Unnamed Road, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10354,10.354,6.4339756,1481,24.6833333333333,0.411388888888889,151.1791157,-33.9401575,"(20,25]","Sydney"
"Unnamed Road, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10354,10.354,6.4339756,1481,24.6833333333333,0.411388888888889,151.1841157,-33.9401575,"(20,25]","Sydney"
"Unnamed Road, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10354,10.354,6.4339756,1481,24.6833333333333,0.411388888888889,151.1891157,-33.9401575,"(20,25]","Sydney"
"1024 Botany Rd, Botany NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",9961,9.961,6.1897654,3275,54.5833333333333,0.909722222222222,151.1941157,-33.9401575,"(50,55]","Sydney"
"11 Lord St, Botany NSW 2019, Australia","483 George St, Sydney NSW 2000, Australia",9173,9.173,5.7001022,2837,47.2833333333333,0.788055555555556,151.1991157,-33.9401575,"(45,50]","Sydney"
"19 Myrtle St, Botany NSW 2019, Australia","483 George St, Sydney NSW 2000, Australia",13361,13.361,8.3025254,3109,51.8166666666667,0.863611111111111,151.2041157,-33.9401575,"(50,55]","Sydney"
"124 Bay St, Pagewood NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",14728,14.728,9.1519792,3094,51.5666666666667,0.859444444444444,151.2091157,-33.9401575,"(50,55]","Sydney"
"3 Dalley Ave, Pagewood NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",14320,14.32,8.898448,2740,45.6666666666667,0.761111111111111,151.2141157,-33.9401575,"(45,50]","Sydney"
"19A Cowper Ave, Pagewood NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",14580,14.58,9.060012,2796,46.6,0.776666666666667,151.2191157,-33.9401575,"(45,50]","Sydney"
"45 Heffron Rd, Pagewood NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",10787,10.787,6.7030418,2923,48.7166666666667,0.811944444444444,151.2241157,-33.9401575,"(45,50]","Sydney"
"7 Maroubra Rd, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",10461,10.461,6.5004654,2692,44.8666666666667,0.747777777777778,151.2291157,-33.9401575,"(40,45]","Sydney"
"72 Glanfield St, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",10917,10.917,6.7838238,3047,50.7833333333333,0.846388888888889,151.2341157,-33.9401575,"(50,55]","Sydney"
"830 Anzac Parade, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",8953,8.953,5.5633942,2151,35.85,0.5975,151.2391157,-33.9401575,"(35,40]","Sydney"
"71 Alma Rd, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",11282,11.282,7.0106348,2899,48.3166666666667,0.805277777777778,151.2441157,-33.9401575,"(45,50]","Sydney"
"215 Gale Rd, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",11980,11.98,7.444372,2929,48.8166666666667,0.813611111111111,151.2491157,-33.9401575,"(45,50]","Sydney"
"288 Malabar Rd, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",15329,15.329,9.5254406,2821,47.0166666666667,0.783611111111111,151.2541157,-33.9401575,"(45,50]","Sydney"
"28 Torrington Rd, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",12317,12.317,7.6537838,2698,44.9666666666667,0.749444444444444,151.2591157,-33.9401575,"(40,45]","Sydney"
"42 Marine Parade, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",15863,15.863,9.8572682,2945,49.0833333333333,0.818055555555556,151.2641157,-33.9401575,"(45,50]","Sydney"
"42 Marine Parade, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",15863,15.863,9.8572682,2945,49.0833333333333,0.818055555555556,151.2691157,-33.9401575,"(45,50]","Sydney"
"42 Marine Parade, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",15863,15.863,9.8572682,2945,49.0833333333333,0.818055555555556,151.2741157,-33.9401575,"(45,50]","Sydney"
"2 Shepherd Parade, Bardwell Valley NSW 2207, Australia","483 George St, Sydney NSW 2000, Australia",17493,17.493,10.8701502,2788,46.4666666666667,0.774444444444444,151.1341157,-33.9351575,"(45,50]","Sydney"
"77 Hirst St, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",10986,10.986,6.8267004,1880,31.3333333333333,0.522222222222222,151.1391157,-33.9351575,"(30,35]","Sydney"
"67 Wollongong Rd, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",10488,10.488,6.5172432,1552,25.8666666666667,0.431111111111111,151.1441157,-33.9351575,"(25,30]","Sydney"
"32 Ann St, Wolli Creek NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",10623,10.623,6.6011322,1644,27.4,0.456666666666667,151.1491157,-33.9351575,"(25,30]","Sydney"
"14 Flora St, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",9902,9.902,6.1531028,1676,27.9333333333333,0.465555555555556,151.1541157,-33.9351575,"(25,30]","Sydney"
"19 Marsh St, Arncliffe NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",9938,9.938,6.1754732,1716,28.6,0.476666666666667,151.1591157,-33.9351575,"(25,30]","Sydney"
"Unnamed Road, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10354,10.354,6.4339756,1481,24.6833333333333,0.411388888888889,151.1641157,-33.9351575,"(20,25]","Sydney"
"International Terminal 1, Centre Rd, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",13374,13.374,8.3106036,1855,30.9166666666667,0.515277777777778,151.1691157,-33.9351575,"(30,35]","Sydney"
"Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11017,11.017,6.8459638,3172,52.8666666666667,0.881111111111111,151.1741157,-33.9351575,"(50,55]","Sydney"
"299 Shiers Ave, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11947,11.947,7.4238658,1657,27.6166666666667,0.460277777777778,151.1791157,-33.9351575,"(25,30]","Sydney"
"Ninth St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",12365,12.365,7.683611,1956,32.6,0.543333333333333,151.1841157,-33.9351575,"(30,35]","Sydney"
"13 Eleventh St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",12754,12.754,7.9253356,2242,37.3666666666667,0.622777777777778,151.1891157,-33.9351575,"(35,40]","Sydney"
"1299 Botany Rd, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",7545,7.545,4.688463,2047,34.1166666666667,0.568611111111111,151.1941157,-33.9351575,"(30,35]","Sydney"
"58A Wentworth Ave, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",8262,8.262,5.1340068,2814,46.9,0.781666666666667,151.1991157,-33.9351575,"(45,50]","Sydney"
"7 Wentworth Ave, Eastlakes NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",13200,13.2,8.20248,3255,54.25,0.904166666666667,151.2041157,-33.9351575,"(50,55]","Sydney"
"M1, Eastlakes NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",7697,7.697,4.7829158,2742,45.7,0.761666666666667,151.2091157,-33.9351575,"(45,50]","Sydney"
"67 Gardeners Road, Eastlakes NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",8510,8.51,5.288114,2629,43.8166666666667,0.730277777777778,151.2141157,-33.9351575,"(40,45]","Sydney"
"65 Gardeners Road, Daceyville NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",13448,13.448,8.3565872,3169,52.8166666666667,0.880277777777778,151.2191157,-33.9351575,"(50,55]","Sydney"
"60 Banks Ave, Pagewood NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",10054,10.054,6.2475556,2924,48.7333333333333,0.812222222222222,151.2241157,-33.9351575,"(45,50]","Sydney"
"20 Kerr Cres, Pagewood NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",8003,8.003,4.9730642,2509,41.8166666666667,0.696944444444444,151.2291157,-33.9351575,"(40,45]","Sydney"
"Snape Park, 15R Snape St, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",9930,9.93,6.170502,2761,46.0166666666667,0.766944444444444,151.2341157,-33.9351575,"(45,50]","Sydney"
"758 Anzac Parade, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",10126,10.126,6.2922964,2635,43.9166666666667,0.731944444444444,151.2391157,-33.9351575,"(40,45]","Sydney"
"23 Edgar St, Maroubra NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",10649,10.649,6.6172886,3029,50.4833333333333,0.841388888888889,151.2441157,-33.9351575,"(50,55]","Sydney"
"3 Henning Ave, South Coogee NSW 2034, Australia","483 George St, Sydney NSW 2000, Australia",11693,11.693,7.2660302,3055,50.9166666666667,0.848611111111111,151.2491157,-33.9351575,"(50,55]","Sydney"
"27 Tucabia St, South Coogee NSW 2034, Australia","483 George St, Sydney NSW 2000, Australia",14842,14.842,9.2228188,2807,46.7833333333333,0.779722222222222,151.2541157,-33.9351575,"(45,50]","Sydney"
"11 Edgecliffe Ave, South Coogee NSW 2034, Australia","483 George St, Sydney NSW 2000, Australia",11636,11.636,7.2306104,2940,49,0.816666666666667,151.2591157,-33.9351575,"(45,50]","Sydney"
"14 Bunya Parade, South Coogee NSW 2034, Australia","483 George St, Sydney NSW 2000, Australia",14747,14.747,9.1637858,2870,47.8333333333333,0.797222222222222,151.2641157,-33.9351575,"(45,50]","Sydney"
"14 Bunya Parade, South Coogee NSW 2034, Australia","483 George St, Sydney NSW 2000, Australia",14747,14.747,9.1637858,2870,47.8333333333333,0.797222222222222,151.2691157,-33.9351575,"(45,50]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2741157,-33.9351575,NA,"Sydney"
"5 March Pl, Earlwood NSW 2206, Australia","483 George St, Sydney NSW 2000, Australia",17367,17.367,10.7918538,2673,44.55,0.7425,151.1341157,-33.9301575,"(40,45]","Sydney"
"8 Henderson St, Turrella NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",16509,16.509,10.2586926,2008,33.4666666666667,0.557777777777778,151.1391157,-33.9301575,"(30,35]","Sydney"
"2 Goddard St, Turrella NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",16771,16.771,10.4214994,2206,36.7666666666667,0.612777777777778,151.1441157,-33.9301575,"(35,40]","Sydney"
"22 Lusty St, Wolli Creek NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",9732,9.732,6.0474648,1487,24.7833333333333,0.413055555555556,151.1491157,-33.9301575,"(20,25]","Sydney"
"1 Brodie Spark Dr, Wolli Creek NSW 2205, Australia","483 George St, Sydney NSW 2000, Australia",9127,9.127,5.6715178,1166,19.4333333333333,0.323888888888889,151.1541157,-33.9301575,"(15,20]","Sydney"
"Unnamed Road, Tempe NSW 2044, Australia","483 George St, Sydney NSW 2000, Australia",8738,8.738,5.4297932,1149,19.15,0.319166666666667,151.1591157,-33.9301575,"(15,20]","Sydney"
"Airport Dr, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10155,10.155,6.310317,2249,37.4833333333333,0.624722222222222,151.1641157,-33.9301575,"(35,40]","Sydney"
"1620 Airport Dr, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10237,10.237,6.3612718,2338,38.9666666666667,0.649444444444444,151.1691157,-33.9301575,"(35,40]","Sydney"
"34L/16R North End, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",12226,12.226,7.5972364,3290,54.8333333333333,0.913888888888889,151.1741157,-33.9301575,"(50,55]","Sydney"
"Qantas Domestic Airside T3, Keith Smith Ave, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",12158,12.158,7.5549812,1809,30.15,0.5025,151.1791157,-33.9301575,"(30,35]","Sydney"
"9 Coleman St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11213,11.213,6.9677582,2142,35.7,0.595,151.1841157,-33.9301575,"(35,40]","Sydney"
"92 High St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11079,11.079,6.8844906,2065,34.4166666666667,0.573611111111111,151.1891157,-33.9301575,"(30,35]","Sydney"
"934-936 Botany Rd, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",7339,7.339,4.5604546,2239,37.3166666666667,0.621944444444444,151.1941157,-33.9301575,"(35,40]","Sydney"
"139 King St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",7308,7.308,4.5411912,1975,32.9166666666667,0.548611111111111,151.1991157,-33.9301575,"(30,35]","Sydney"
"50 Cleland St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11388,11.388,7.0765032,3206,53.4333333333333,0.890555555555556,151.2041157,-33.9301575,"(50,55]","Sydney"
"45 Westcott St, Eastlakes NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",10436,10.436,6.4849304,3123,52.05,0.8675,151.2091157,-33.9301575,"(50,55]","Sydney"
"24 Vernon Ave, Eastlakes NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",10540,10.54,6.549556,3096,51.6,0.86,151.2141157,-33.9301575,"(50,55]","Sydney"
"Cook Ave, Pagewood NSW 2035, Australia","483 George St, Sydney NSW 2000, Australia",9719,9.719,6.0393866,2963,49.3833333333333,0.823055555555556,151.2191157,-33.9301575,"(45,50]","Sydney"
"St Michaels School Daceyville, 1 Haig Ave, Daceyville NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",9485,9.485,5.893979,2781,46.35,0.7725,151.2241157,-33.9301575,"(45,50]","Sydney"
"121 Bunnerong Rd, Kingsford NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",7354,7.354,4.5697756,2296,38.2666666666667,0.637777777777778,151.2291157,-33.9301575,"(35,40]","Sydney"
"11 Hincks St, Kingsford NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",9374,9.374,5.8250036,2573,42.8833333333333,0.714722222222222,151.2341157,-33.9301575,"(40,45]","Sydney"
"373a Avoca St, Kingsford NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",8290,8.29,5.151406,2198,36.6333333333333,0.610555555555556,151.2391157,-33.9301575,"(35,40]","Sydney"
"373C Avoca Street, Randwick NSW 2031, Australia","483 George St, Sydney NSW 2000, Australia",9832,9.832,6.1096048,2923,48.7166666666667,0.811944444444444,151.2441157,-33.9301575,"(45,50]","Sydney"
"Randwick Environment Park, Corner Dooligah Ave and, Burragulung St, Randwick NSW 2031, Australia","483 George St, Sydney NSW 2000, Australia",13698,13.698,8.5119372,2772,46.2,0.77,151.2491157,-33.9301575,"(45,50]","Sydney"
"21 Elphinstone Rd, South Coogee NSW 2034, Australia","483 George St, Sydney NSW 2000, Australia",11001,11.001,6.8360214,2914,48.5666666666667,0.809444444444444,151.2541157,-33.9301575,"(45,50]","Sydney"
"4 Ahearn Ave, South Coogee NSW 2034, Australia","483 George St, Sydney NSW 2000, Australia",14405,14.405,8.951267,2798,46.6333333333333,0.777222222222222,151.2591157,-33.9301575,"(45,50]","Sydney"
"Australia","483 George St, Sydney NSW 2000, Australia",NA,NA,NA,NA,NA,NA,151.2641157,-33.9301575,NA,"Sydney"
"14 Bunya Parade, South Coogee NSW 2034, Australia","483 George St, Sydney NSW 2000, Australia",14747,14.747,9.1637858,2870,47.8333333333333,0.797222222222222,151.2691157,-33.9301575,"(45,50]","Sydney"
NA,NA,NA,NA,NA,NA,NA,NA,151.2741157,-33.9301575,NA,"Sydney"
"141 Homer St, Earlwood NSW 2206, Australia","483 George St, Sydney NSW 2000, Australia",10611,10.611,6.5936754,2203,36.7166666666667,0.611944444444444,151.1341157,-33.9251575,"(35,40]","Sydney"
"2 Wavell Parade, Earlwood NSW 2206, Australia","483 George St, Sydney NSW 2000, Australia",10621,10.621,6.5998894,2423,40.3833333333333,0.673055555555556,151.1391157,-33.9251575,"(40,45]","Sydney"
"68 Bayview Ave, Earlwood NSW 2206, Australia","483 George St, Sydney NSW 2000, Australia",9681,9.681,6.0157734,1856,30.9333333333333,0.515555555555556,151.1441157,-33.9251575,"(30,35]","Sydney"
"2B Bamboo Ave, Earlwood NSW 2206, Australia","483 George St, Sydney NSW 2000, Australia",9212,9.212,5.7243368,1530,25.5,0.425,151.1491157,-33.9251575,"(25,30]","Sydney"
"Waterworth Park, Bayview Ave, Earlwood NSW 2206, Australia","483 George St, Sydney NSW 2000, Australia",8977,8.977,5.5783078,1349,22.4833333333333,0.374722222222222,151.1541157,-33.9251575,"(20,25]","Sydney"
"53 Station St, Tempe NSW 2044, Australia","483 George St, Sydney NSW 2000, Australia",8798,8.798,5.4670772,1181,19.6833333333333,0.328055555555556,151.1591157,-33.9251575,"(15,20]","Sydney"
"6 Smith St, Tempe NSW 2044, Australia","483 George St, Sydney NSW 2000, Australia",9387,9.387,5.8330818,1670,27.8333333333333,0.463888888888889,151.1641157,-33.9251575,"(25,30]","Sydney"
"9 Swamp Rd, Tempe NSW 2044, Australia","483 George St, Sydney NSW 2000, Australia",8413,8.413,5.2278382,1820,30.3333333333333,0.505555555555556,151.1691157,-33.9251575,"(30,35]","Sydney"
"306 Coward St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",11077,11.077,6.8832478,2031,33.85,0.564166666666667,151.1741157,-33.9251575,"(30,35]","Sydney"
"273 Coward St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10999,10.999,6.8347786,1978,32.9666666666667,0.549444444444444,151.1791157,-33.9251575,"(30,35]","Sydney"
"4 Chalmers Cres, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10749,10.749,6.6794286,1816,30.2666666666667,0.504444444444444,151.1841157,-33.9251575,"(30,35]","Sydney"
"175 O'Riordan St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10605,10.605,6.589947,1704,28.4,0.473333333333333,151.1891157,-33.9251575,"(25,30]","Sydney"
"158 Coward St, Mascot NSW 2020, Australia","483 George St, Sydney NSW 2000, Australia",10880,10.88,6.760832,1916,31.9333333333333,0.532222222222222,151.1941157,-33.9251575,"(30,35]","Sydney"
"34 Wellington St, Rosebery NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",7897,7.897,4.9071958,1884,31.4,0.523333333333333,151.1991157,-33.9251575,"(30,35]","Sydney"
"43 Dougherty St, Rosebery NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",7183,7.183,4.4635162,2587,43.1166666666667,0.718611111111111,151.2041157,-33.9251575,"(40,45]","Sydney"
"3 Longworth Ave, Eastlakes NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",7573,7.573,4.7058622,2564,42.7333333333333,0.712222222222222,151.2091157,-33.9251575,"(40,45]","Sydney"
"28 Evans Ave, Eastlakes NSW 2018, Australia","483 George St, Sydney NSW 2000, Australia",7872,7.872,4.8916608,2647,44.1166666666667,0.735277777777778,151.2141157,-33.9251575,"(40,45]","Sydney"
"162 Gardeners Rd, Kingsford NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",8339,8.339,5.1818546,2570,42.8333333333333,0.713888888888889,151.2191157,-33.9251575,"(40,45]","Sydney"
"15 Doran St, Kingsford NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",8807,8.807,5.4726698,2539,42.3166666666667,0.705277777777778,151.2241157,-33.9251575,"(40,45]","Sydney"
"399 Anzac Parade, Kingsford NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",8612,8.612,5.3514968,2425,40.4166666666667,0.673611111111111,151.2291157,-33.9251575,"(40,45]","Sydney"
"116 Botany St, Kingsford NSW 2032, Australia","483 George St, Sydney NSW 2000, Australia",9460,9.46,5.878444,2631,43.85,0.730833333333333,151.2341157,-33.9251575,"(40,45]","Sydney"
